year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
2014,45-54 yrs,II,Central portion,60
2014,45-54 yrs,II,Lower-inner quadrant,65
2014,45-54 yrs,II,Lower-outer quadrant,111
2014,45-54 yrs,II,Nipple,7
2014,45-54 yrs,II,Overlapping lesion,351
2014,45-54 yrs,II,Upper-inner quadrant,169
2014,45-54 yrs,II,Upper-outer quadrant,537
2014,45-54 yrs,III,Axillary tail,1
2014,45-54 yrs,III,"Breast, NOS",97
2014,45-54 yrs,III,Central portion,18
2014,45-54 yrs,III,Lower-inner quadrant,18
2014,45-54 yrs,III,Lower-outer quadrant,22
2014,45-54 yrs,III,Nipple,1
2014,45-54 yrs,III,Overlapping lesion,91
2014,45-54 yrs,III,Upper-inner quadrant,29
2014,45-54 yrs,III,Upper-outer quadrant,172
2014,45-54 yrs,IV,Axillary tail,2
2014,45-54 yrs,IV,"Breast, NOS",68
2014,45-54 yrs,IV,Central portion,5
2014,45-54 yrs,IV,Lower-inner quadrant,5
2014,45-54 yrs,IV,Lower-outer quadrant,6
2014,45-54 yrs,IV,Nipple,1
2014,45-54 yrs,IV,Overlapping lesion,39
2014,45-54 yrs,IV,Upper-inner quadrant,12
2014,45-54 yrs,IV,Upper-outer quadrant,58
2014,45-54 yrs,Unknown,Axillary tail,2
2014,45-54 yrs,Unknown,"Breast, NOS",41
2014,45-54 yrs,Unknown,Central portion,6
2014,45-54 yrs,Unknown,Lower-inner quadrant,2
2014,45-54 yrs,Unknown,Lower-outer quadrant,8
2014,45-54 yrs,Unknown,Nipple,0
2014,45-54 yrs,Unknown,Overlapping lesion,23
2014,45-54 yrs,Unknown,Upper-inner quadrant,4
2014,45-54 yrs,Unknown,Upper-outer quadrant,18
2014,55-64 yrs,0,Axillary tail,0
2014,55-64 yrs,0,"Breast, NOS",1
2014,55-64 yrs,0,Central portion,0
2014,55-64 yrs,0,Lower-inner quadrant,1
2014,55-64 yrs,0,Lower-outer quadrant,0
2014,55-64 yrs,0,Nipple,4
2014,55-64 yrs,0,Overlapping lesion,0
2014,55-64 yrs,0,Upper-inner quadrant,0
2014,55-64 yrs,0,Upper-outer quadrant,1
2014,55-64 yrs,I,Axillary tail,7
2014,55-64 yrs,I,"Breast, NOS",188
2014,55-64 yrs,I,Central portion,88
2014,55-64 yrs,I,Lower-inner quadrant,184
2014,55-64 yrs,I,Lower-outer quadrant,218
2014,55-64 yrs,I,Nipple,9
2014,55-64 yrs,I,Overlapping lesion,695
2014,55-64 yrs,I,Upper-inner quadrant,399
2014,55-64 yrs,I,Upper-outer quadrant,955
2014,55-64 yrs,II,Axillary tail,7
2014,55-64 yrs,II,"Breast, NOS",192
2014,55-64 yrs,II,Central portion,64
2014,55-64 yrs,II,Lower-inner quadrant,82
2014,55-64 yrs,II,Lower-outer quadrant,130
2014,55-64 yrs,II,Nipple,5
2014,55-64 yrs,II,Overlapping lesion,384
2014,55-64 yrs,II,Upper-inner quadrant,207
2014,55-64 yrs,II,Upper-outer quadrant,616
2014,55-64 yrs,III,Axillary tail,3
2014,55-64 yrs,III,"Breast, NOS",93
2014,55-64 yrs,III,Central portion,29
2014,55-64 yrs,III,Lower-inner quadrant,17
2014,55-64 yrs,III,Lower-outer quadrant,27
2014,55-64 yrs,III,Nipple,0
2014,55-64 yrs,III,Overlapping lesion,114
2014,55-64 yrs,III,Upper-inner quadrant,38
2014,55-64 yrs,III,Upper-outer quadrant,158
2014,55-64 yrs,IV,Axillary tail,2
2014,55-64 yrs,IV,"Breast, NOS",103
2014,55-64 yrs,IV,Central portion,13
2014,55-64 yrs,IV,Lower-inner quadrant,11
2014,55-64 yrs,IV,Lower-outer quadrant,15
2014,55-64 yrs,IV,Nipple,0
2014,55-64 yrs,IV,Overlapping lesion,46
2014,55-64 yrs,IV,Upper-inner quadrant,22
2014,55-64 yrs,IV,Upper-outer quadrant,69
2014,55-64 yrs,Unknown,Axillary tail,1
2014,55-64 yrs,Unknown,"Breast, NOS",69
2014,55-64 yrs,Unknown,Central portion,5
2014,55-64 yrs,Unknown,Lower-inner quadrant,7
2014,55-64 yrs,Unknown,Lower-outer quadrant,5
2014,55-64 yrs,Unknown,Nipple,6
2014,55-64 yrs,Unknown,Overlapping lesion,31
2014,55-64 yrs,Unknown,Upper-inner quadrant,15
2014,55-64 yrs,Unknown,Upper-outer quadrant,44
2014,65-74 yrs,0,Axillary tail,0
2014,65-74 yrs,0,"Breast, NOS",1
2014,65-74 yrs,0,Central portion,2
2014,65-74 yrs,0,Lower-inner quadrant,0
2014,65-74 yrs,0,Lower-outer quadrant,0
2014,65-74 yrs,0,Nipple,4
2014,65-74 yrs,0,Overlapping lesion,0
2014,65-74 yrs,0,Upper-inner quadrant,0
2014,65-74 yrs,0,Upper-outer quadrant,0
2014,65-74 yrs,I,Axillary tail,9
2014,65-74 yrs,I,"Breast, NOS",201
2014,65-74 yrs,I,Central portion,102
2014,65-74 yrs,I,Lower-inner quadrant,170
2014,65-74 yrs,I,Lower-outer quadrant,212
2014,65-74 yrs,I,Nipple,10
2014,65-74 yrs,I,Overlapping lesion,657
2014,65-74 yrs,I,Upper-inner quadrant,395
2014,65-74 yrs,I,Upper-outer quadrant,878
2014,65-74 yrs,II,Axillary tail,5
2014,65-74 yrs,II,"Breast, NOS",141
2014,65-74 yrs,II,Central portion,99
2014,65-74 yrs,II,Lower-inner quadrant,72
2014,65-74 yrs,II,Lower-outer quadrant,128
2014,65-74 yrs,II,Nipple,2
2014,65-74 yrs,II,Overlapping lesion,313
2014,65-74 yrs,II,Upper-inner quadrant,177
2014,65-74 yrs,II,Upper-outer quadrant,432
2014,65-74 yrs,III,Axillary tail,9
2014,65-74 yrs,III,"Breast, NOS",66
2014,65-74 yrs,III,Central portion,29
2014,65-74 yrs,III,Lower-inner quadrant,11
2014,65-74 yrs,III,Lower-outer quadrant,24
2014,65-74 yrs,III,Nipple,3
2014,65-74 yrs,III,Overlapping lesion,63
2014,65-74 yrs,III,Upper-inner quadrant,14
2014,65-74 yrs,III,Upper-outer quadrant,117
2014,65-74 yrs,IV,Axillary tail,3
2014,65-74 yrs,IV,"Breast, NOS",83
2014,65-74 yrs,IV,Central portion,10
2014,65-74 yrs,IV,Lower-inner quadrant,6
2014,65-74 yrs,IV,Lower-outer quadrant,7
2014,65-74 yrs,IV,Nipple,1
2014,65-74 yrs,IV,Overlapping lesion,39
2014,65-74 yrs,IV,Upper-inner quadrant,14
2014,65-74 yrs,IV,Upper-outer quadrant,49
2014,65-74 yrs,Unknown,Axillary tail,0
2014,65-74 yrs,Unknown,"Breast, NOS",69
2014,65-74 yrs,Unknown,Central portion,14
2014,65-74 yrs,Unknown,Lower-inner quadrant,5
2014,65-74 yrs,Unknown,Lower-outer quadrant,10
2014,65-74 yrs,Unknown,Nipple,3
2014,65-74 yrs,Unknown,Overlapping lesion,30
2014,65-74 yrs,Unknown,Upper-inner quadrant,11
2014,65-74 yrs,Unknown,Upper-outer quadrant,28
2014,75-84 yrs,0,Axillary tail,0
2014,75-84 yrs,0,"Breast, NOS",1
2014,75-84 yrs,0,Central portion,2
2014,75-84 yrs,0,Lower-inner quadrant,0
2014,75-84 yrs,0,Lower-outer quadrant,0
2014,75-84 yrs,0,Nipple,6
2014,75-84 yrs,0,Overlapping lesion,1
2014,75-84 yrs,0,Upper-inner quadrant,0
2014,75-84 yrs,0,Upper-outer quadrant,0
2014,75-84 yrs,I,Axillary tail,3
2014,75-84 yrs,I,"Breast, NOS",128
2014,75-84 yrs,I,Central portion,68
2014,75-84 yrs,I,Lower-inner quadrant,117
2014,75-84 yrs,I,Lower-outer quadrant,122
2014,75-84 yrs,I,Nipple,7
2014,75-84 yrs,I,Overlapping lesion,409
2014,75-84 yrs,I,Upper-inner quadrant,244
2014,75-84 yrs,I,Upper-outer quadrant,466
2014,75-84 yrs,II,Axillary tail,7
2014,75-84 yrs,II,"Breast, NOS",101
2014,75-84 yrs,II,Central portion,72
2014,75-84 yrs,II,Lower-inner quadrant,53
2014,75-84 yrs,II,Lower-outer quadrant,74
2014,75-84 yrs,II,Nipple,4
2014,75-84 yrs,II,Overlapping lesion,265
2014,75-84 yrs,II,Upper-inner quadrant,104
2014,75-84 yrs,II,Upper-outer quadrant,325
2014,75-84 yrs,III,Axillary tail,0
2014,75-84 yrs,III,"Breast, NOS",65
2014,75-84 yrs,III,Central portion,24
2014,75-84 yrs,III,Lower-inner quadrant,12
2014,75-84 yrs,III,Lower-outer quadrant,17
2014,75-84 yrs,III,Nipple,0
2014,75-84 yrs,III,Overlapping lesion,54
2014,75-84 yrs,III,Upper-inner quadrant,9
2014,75-84 yrs,III,Upper-outer quadrant,82
2014,75-84 yrs,IV,Axillary tail,1
2014,75-84 yrs,IV,"Breast, NOS",80
2014,75-84 yrs,IV,Central portion,9
2014,75-84 yrs,IV,Lower-inner quadrant,4
2014,75-84 yrs,IV,Lower-outer quadrant,6
2014,75-84 yrs,IV,Nipple,2
2014,75-84 yrs,IV,Overlapping lesion,28
2014,75-84 yrs,IV,Upper-inner quadrant,10
2014,75-84 yrs,IV,Upper-outer quadrant,45
2014,75-84 yrs,Unknown,Axillary tail,2
2014,75-84 yrs,Unknown,"Breast, NOS",172
2014,75-84 yrs,Unknown,Central portion,14
2014,75-84 yrs,Unknown,Lower-inner quadrant,5
2014,75-84 yrs,Unknown,Lower-outer quadrant,4
2014,75-84 yrs,Unknown,Nipple,4
2014,75-84 yrs,Unknown,Overlapping lesion,29
2014,75-84 yrs,Unknown,Upper-inner quadrant,9
2014,75-84 yrs,Unknown,Upper-outer quadrant,42
2015,5-14 yrs,0,Axillary tail,0
2015,5-14 yrs,0,"Breast, NOS",0
2015,5-14 yrs,0,Central portion,0
2015,5-14 yrs,0,Lower-inner quadrant,0
2015,5-14 yrs,0,Lower-outer quadrant,0
2015,5-14 yrs,0,Nipple,0
2015,5-14 yrs,0,Overlapping lesion,0
2015,5-14 yrs,0,Upper-inner quadrant,0
2015,5-14 yrs,0,Upper-outer quadrant,0
2015,5-14 yrs,I,Axillary tail,0
2015,5-14 yrs,I,"Breast, NOS",0
2015,5-14 yrs,I,Central portion,1
2015,5-14 yrs,I,Lower-inner quadrant,0
2015,5-14 yrs,I,Lower-outer quadrant,0
2015,5-14 yrs,I,Nipple,0
2015,5-14 yrs,I,Overlapping lesion,0
2015,5-14 yrs,I,Upper-inner quadrant,0
2015,5-14 yrs,I,Upper-outer quadrant,0
2015,5-14 yrs,II,Axillary tail,0
2015,5-14 yrs,II,"Breast, NOS",0
2015,5-14 yrs,II,Central portion,0
2015,5-14 yrs,II,Lower-inner quadrant,0
2015,5-14 yrs,II,Lower-outer quadrant,0
2015,5-14 yrs,II,Nipple,0
2015,5-14 yrs,II,Overlapping lesion,0
2015,5-14 yrs,II,Upper-inner quadrant,0
2015,5-14 yrs,II,Upper-outer quadrant,0
2015,5-14 yrs,III,Axillary tail,0
2015,5-14 yrs,III,"Breast, NOS",0
2015,5-14 yrs,III,Central portion,0
2015,5-14 yrs,III,Lower-inner quadrant,0
2015,5-14 yrs,III,Lower-outer quadrant,0
2015,5-14 yrs,III,Nipple,0
2015,5-14 yrs,III,Overlapping lesion,0
2015,5-14 yrs,III,Upper-inner quadrant,0
2015,5-14 yrs,III,Upper-outer quadrant,0
2015,5-14 yrs,IV,Axillary tail,0
2015,5-14 yrs,IV,"Breast, NOS",0
2015,5-14 yrs,IV,Central portion,0
2015,5-14 yrs,IV,Lower-inner quadrant,0
2015,5-14 yrs,IV,Lower-outer quadrant,0
2015,5-14 yrs,IV,Nipple,0
2015,5-14 yrs,IV,Overlapping lesion,0
2015,5-14 yrs,IV,Upper-inner quadrant,0
2015,5-14 yrs,IV,Upper-outer quadrant,0
2015,5-14 yrs,Unknown,Axillary tail,0
2015,5-14 yrs,Unknown,"Breast, NOS",0
2015,5-14 yrs,Unknown,Central portion,0
2015,5-14 yrs,Unknown,Lower-inner quadrant,0
2015,5-14 yrs,Unknown,Lower-outer quadrant,0
2015,5-14 yrs,Unknown,Nipple,0
2015,5-14 yrs,Unknown,Overlapping lesion,0
2015,5-14 yrs,Unknown,Upper-inner quadrant,0
2015,5-14 yrs,Unknown,Upper-outer quadrant,0
2015,15-24 yrs,0,Axillary tail,0
2015,15-24 yrs,0,"Breast, NOS",0
2015,15-24 yrs,0,Central portion,0
2015,15-24 yrs,0,Lower-inner quadrant,0
2015,15-24 yrs,0,Lower-outer quadrant,0
2015,15-24 yrs,0,Nipple,0
2015,15-24 yrs,0,Overlapping lesion,0
2015,15-24 yrs,0,Upper-inner quadrant,0
2015,15-24 yrs,0,Upper-outer quadrant,0
2015,15-24 yrs,I,Axillary tail,0
2015,15-24 yrs,I,"Breast, NOS",1
2015,15-24 yrs,I,Central portion,0
2015,15-24 yrs,I,Lower-inner quadrant,2
2015,15-24 yrs,I,Lower-outer quadrant,0
2015,15-24 yrs,I,Nipple,0
2015,15-24 yrs,I,Overlapping lesion,3
2015,15-24 yrs,I,Upper-inner quadrant,1
2015,15-24 yrs,I,Upper-outer quadrant,1
2015,15-24 yrs,II,Axillary tail,0
2015,15-24 yrs,II,"Breast, NOS",0
2015,15-24 yrs,II,Central portion,1
2015,15-24 yrs,II,Lower-inner quadrant,1
2015,15-24 yrs,II,Lower-outer quadrant,1
2015,15-24 yrs,II,Nipple,0
2015,15-24 yrs,II,Overlapping lesion,3
2015,15-24 yrs,II,Upper-inner quadrant,1
2015,15-24 yrs,II,Upper-outer quadrant,4
2015,15-24 yrs,III,Axillary tail,1
2015,15-24 yrs,III,"Breast, NOS",2
2015,15-24 yrs,III,Central portion,1
2015,15-24 yrs,III,Lower-inner quadrant,0
2015,15-24 yrs,III,Lower-outer quadrant,0
2015,15-24 yrs,III,Nipple,0
2015,15-24 yrs,III,Overlapping lesion,2
2015,15-24 yrs,III,Upper-inner quadrant,0
2015,15-24 yrs,III,Upper-outer quadrant,2
2015,15-24 yrs,IV,Axillary tail,0
2015,15-24 yrs,IV,"Breast, NOS",3
2015,15-24 yrs,IV,Central portion,1
2015,15-24 yrs,IV,Lower-inner quadrant,0
2015,15-24 yrs,IV,Lower-outer quadrant,0
2015,15-24 yrs,IV,Nipple,0
2015,15-24 yrs,IV,Overlapping lesion,0
2015,15-24 yrs,IV,Upper-inner quadrant,0
2015,15-24 yrs,IV,Upper-outer quadrant,0
2015,15-24 yrs,Unknown,Axillary tail,0
2015,15-24 yrs,Unknown,"Breast, NOS",0
2015,15-24 yrs,Unknown,Central portion,0
2015,15-24 yrs,Unknown,Lower-inner quadrant,0
2015,15-24 yrs,Unknown,Lower-outer quadrant,0
2015,15-24 yrs,Unknown,Nipple,0
2015,15-24 yrs,Unknown,Overlapping lesion,0
2015,15-24 yrs,Unknown,Upper-inner quadrant,0
2015,15-24 yrs,Unknown,Upper-outer quadrant,0
2015,25-34 yrs,0,Axillary tail,0
2015,25-34 yrs,0,"Breast, NOS",0
2015,25-34 yrs,0,Central portion,0
2015,25-34 yrs,0,Lower-inner quadrant,0
2015,25-34 yrs,0,Lower-outer quadrant,0
2015,25-34 yrs,0,Nipple,0
2015,25-34 yrs,0,Overlapping lesion,0
2015,25-34 yrs,0,Upper-inner quadrant,0
2015,25-34 yrs,0,Upper-outer quadrant,0
2015,25-34 yrs,I,Axillary tail,0
2015,25-34 yrs,I,"Breast, NOS",21
2015,25-34 yrs,I,Central portion,1
2015,25-34 yrs,I,Lower-inner quadrant,6
2015,25-34 yrs,I,Lower-outer quadrant,22
2015,25-34 yrs,I,Nipple,1
2015,25-34 yrs,I,Overlapping lesion,17
2015,25-34 yrs,I,Upper-inner quadrant,15
2015,25-34 yrs,I,Upper-outer quadrant,25
2015,25-34 yrs,II,Axillary tail,1
2015,25-34 yrs,II,"Breast, NOS",28
2015,25-34 yrs,II,Central portion,3
2015,25-34 yrs,II,Lower-inner quadrant,12
2015,25-34 yrs,II,Lower-outer quadrant,20
2015,25-34 yrs,II,Nipple,1
2015,25-34 yrs,II,Overlapping lesion,37
2015,25-34 yrs,II,Upper-inner quadrant,34
2015,25-34 yrs,II,Upper-outer quadrant,67
2015,25-34 yrs,III,Axillary tail,1
2015,25-34 yrs,III,"Breast, NOS",14
2015,25-34 yrs,III,Central portion,5
2015,25-34 yrs,III,Lower-inner quadrant,2
2015,25-34 yrs,III,Lower-outer quadrant,12
2015,25-34 yrs,III,Nipple,0
2015,25-34 yrs,III,Overlapping lesion,15
2015,25-34 yrs,III,Upper-inner quadrant,7
2015,25-34 yrs,III,Upper-outer quadrant,24
2015,25-34 yrs,IV,Axillary tail,0
2015,25-34 yrs,IV,"Breast, NOS",13
2015,25-34 yrs,IV,Central portion,3
2015,25-34 yrs,IV,Lower-inner quadrant,3
2015,25-34 yrs,IV,Lower-outer quadrant,6
2015,25-34 yrs,IV,Nipple,0
2015,25-34 yrs,IV,Overlapping lesion,7
2015,25-34 yrs,IV,Upper-inner quadrant,2
2015,25-34 yrs,IV,Upper-outer quadrant,10
2015,25-34 yrs,Unknown,Axillary tail,0
2015,25-34 yrs,Unknown,"Breast, NOS",2
2015,25-34 yrs,Unknown,Central portion,1
2015,25-34 yrs,Unknown,Lower-inner quadrant,1
2015,25-34 yrs,Unknown,Lower-outer quadrant,0
2015,25-34 yrs,Unknown,Nipple,1
2015,25-34 yrs,Unknown,Overlapping lesion,2
2015,25-34 yrs,Unknown,Upper-inner quadrant,0
2015,25-34 yrs,Unknown,Upper-outer quadrant,0
2015,35-44 yrs,0,Axillary tail,0
2015,35-44 yrs,0,"Breast, NOS",1
2015,35-44 yrs,0,Central portion,0
2015,35-44 yrs,0,Lower-inner quadrant,0
2015,35-44 yrs,0,Lower-outer quadrant,0
2015,35-44 yrs,0,Nipple,1
2015,35-44 yrs,0,Overlapping lesion,0
2015,35-44 yrs,0,Upper-inner quadrant,0
2015,35-44 yrs,0,Upper-outer quadrant,0
2015,35-44 yrs,I,Axillary tail,7
2015,35-44 yrs,I,"Breast, NOS",82
2015,35-44 yrs,I,Central portion,27
2015,35-44 yrs,I,Lower-inner quadrant,41
2015,35-44 yrs,I,Lower-outer quadrant,51
2015,35-44 yrs,I,Nipple,1
2015,35-44 yrs,I,Overlapping lesion,148
2015,35-44 yrs,I,Upper-inner quadrant,92
2015,35-44 yrs,I,Upper-outer quadrant,253
2015,35-44 yrs,II,Axillary tail,4
2015,35-44 yrs,II,"Breast, NOS",103
2015,35-44 yrs,II,Central portion,30
2015,35-44 yrs,II,Lower-inner quadrant,54
2015,35-44 yrs,II,Lower-outer quadrant,75
2015,35-44 yrs,II,Nipple,2
2015,35-44 yrs,II,Overlapping lesion,167
2015,35-44 yrs,II,Upper-inner quadrant,117
2015,35-44 yrs,II,Upper-outer quadrant,291
2015,35-44 yrs,III,Axillary tail,1
2015,35-44 yrs,III,"Breast, NOS",64
2015,35-44 yrs,III,Central portion,9
2015,35-44 yrs,III,Lower-inner quadrant,5
2015,35-44 yrs,III,Lower-outer quadrant,20
2015,35-44 yrs,III,Nipple,4
2015,35-44 yrs,III,Overlapping lesion,60
2015,35-44 yrs,III,Upper-inner quadrant,21
2015,35-44 yrs,III,Upper-outer quadrant,93
2015,35-44 yrs,IV,Axillary tail,0
2015,35-44 yrs,IV,"Breast, NOS",29
2015,35-44 yrs,IV,Central portion,3
2015,35-44 yrs,IV,Lower-inner quadrant,4
2015,35-44 yrs,IV,Lower-outer quadrant,5
2015,35-44 yrs,IV,Nipple,0
2015,35-44 yrs,IV,Overlapping lesion,18
2015,35-44 yrs,IV,Upper-inner quadrant,7
2015,35-44 yrs,IV,Upper-outer quadrant,27
2015,35-44 yrs,Unknown,Axillary tail,0
2015,35-44 yrs,Unknown,"Breast, NOS",20
2015,35-44 yrs,Unknown,Central portion,2
2015,35-44 yrs,Unknown,Lower-inner quadrant,2
2015,35-44 yrs,Unknown,Lower-outer quadrant,1
2015,35-44 yrs,Unknown,Nipple,1
2015,35-44 yrs,Unknown,Overlapping lesion,12
2015,35-44 yrs,Unknown,Upper-inner quadrant,5
2015,35-44 yrs,Unknown,Upper-outer quadrant,12
2015,45-54 yrs,0,Axillary tail,0
2015,45-54 yrs,0,"Breast, NOS",1
2015,45-54 yrs,0,Central portion,1
2015,45-54 yrs,0,Lower-inner quadrant,0
2015,45-54 yrs,0,Lower-outer quadrant,0
2015,45-54 yrs,0,Nipple,4
2015,45-54 yrs,0,Overlapping lesion,0
2015,45-54 yrs,0,Upper-inner quadrant,0
2015,45-54 yrs,0,Upper-outer quadrant,0
2015,45-54 yrs,I,Axillary tail,5
2015,45-54 yrs,I,"Breast, NOS",166
2015,45-54 yrs,I,Central portion,62
2015,45-54 yrs,I,Lower-inner quadrant,98
2015,45-54 yrs,I,Lower-outer quadrant,161
2015,45-54 yrs,I,Nipple,7
2015,45-54 yrs,I,Overlapping lesion,445
2015,45-54 yrs,I,Upper-inner quadrant,310
2015,45-54 yrs,I,Upper-outer quadrant,656
2015,45-54 yrs,II,Axillary tail,5
2015,45-54 yrs,II,"Breast, NOS",158
2015,45-54 yrs,II,Central portion,71
2015,45-54 yrs,II,Lower-inner quadrant,78
2015,45-54 yrs,II,Lower-outer quadrant,142
2015,45-54 yrs,II,Nipple,6
2015,45-54 yrs,II,Overlapping lesion,328
2015,45-54 yrs,II,Upper-inner quadrant,187
2015,45-54 yrs,II,Upper-outer quadrant,531
2015,45-54 yrs,III,Axillary tail,3
2015,45-54 yrs,III,"Breast, NOS",99
2015,45-54 yrs,III,Central portion,23
2015,45-54 yrs,III,Lower-inner quadrant,17
2015,45-54 yrs,III,Lower-outer quadrant,25
2015,45-54 yrs,III,Nipple,3
2015,45-54 yrs,III,Overlapping lesion,92
2015,45-54 yrs,III,Upper-inner quadrant,37
2015,45-54 yrs,III,Upper-outer quadrant,151
2015,45-54 yrs,IV,Axillary tail,2
2015,45-54 yrs,IV,"Breast, NOS",73
2015,45-54 yrs,IV,Central portion,13
2015,45-54 yrs,IV,Lower-inner quadrant,8
2015,45-54 yrs,IV,Lower-outer quadrant,10
2015,45-54 yrs,IV,Nipple,1
2015,45-54 yrs,IV,Overlapping lesion,31
2015,45-54 yrs,IV,Upper-inner quadrant,17
2015,45-54 yrs,IV,Upper-outer quadrant,29
2015,45-54 yrs,Unknown,Axillary tail,1
2015,45-54 yrs,Unknown,"Breast, NOS",36
2015,45-54 yrs,Unknown,Central portion,6
2015,45-54 yrs,Unknown,Lower-inner quadrant,2
2015,45-54 yrs,Unknown,Lower-outer quadrant,3
2015,45-54 yrs,Unknown,Nipple,0
2015,45-54 yrs,Unknown,Overlapping lesion,23
2015,45-54 yrs,Unknown,Upper-inner quadrant,13
2015,45-54 yrs,Unknown,Upper-outer quadrant,25
2015,55-64 yrs,0,Axillary tail,0
2015,55-64 yrs,0,"Breast, NOS",1
2015,55-64 yrs,0,Central portion,4
2015,55-64 yrs,0,Lower-inner quadrant,1
2015,55-64 yrs,0,Lower-outer quadrant,0
2015,55-64 yrs,0,Nipple,8
2015,55-64 yrs,0,Overlapping lesion,1
2015,55-64 yrs,0,Upper-inner quadrant,0
2015,55-64 yrs,0,Upper-outer quadrant,0
2015,55-64 yrs,I,Axillary tail,8
2015,55-64 yrs,I,"Breast, NOS",205
2015,55-64 yrs,I,Central portion,111
2015,55-64 yrs,I,Lower-inner quadrant,165
2015,55-64 yrs,I,Lower-outer quadrant,238
2015,55-64 yrs,I,Nipple,5
2015,55-64 yrs,I,Overlapping lesion,689
2015,55-64 yrs,I,Upper-inner quadrant,451
2015,55-64 yrs,I,Upper-outer quadrant,977
2015,55-64 yrs,II,Axillary tail,11
2015,55-64 yrs,II,"Breast, NOS",182
2015,55-64 yrs,II,Central portion,88
2015,55-64 yrs,II,Lower-inner quadrant,83
2015,55-64 yrs,II,Lower-outer quadrant,148
2015,55-64 yrs,II,Nipple,9
2015,55-64 yrs,II,Overlapping lesion,392
2015,55-64 yrs,II,Upper-inner quadrant,209
2015,55-64 yrs,II,Upper-outer quadrant,587
2015,55-64 yrs,III,Axillary tail,5
2015,55-64 yrs,III,"Breast, NOS",108
2015,55-64 yrs,III,Central portion,32
2015,55-64 yrs,III,Lower-inner quadrant,14
2015,55-64 yrs,III,Lower-outer quadrant,35
2015,55-64 yrs,III,Nipple,6
2015,55-64 yrs,III,Overlapping lesion,114
2015,55-64 yrs,III,Upper-inner quadrant,31
2015,55-64 yrs,III,Upper-outer quadrant,159
2015,55-64 yrs,IV,Axillary tail,2
2015,55-64 yrs,IV,"Breast, NOS",88
2015,55-64 yrs,IV,Central portion,9
2015,55-64 yrs,IV,Lower-inner quadrant,7
2015,55-64 yrs,IV,Lower-outer quadrant,25
2015,55-64 yrs,IV,Nipple,4
2015,55-64 yrs,IV,Overlapping lesion,58
2015,55-64 yrs,IV,Upper-inner quadrant,16
2015,55-64 yrs,IV,Upper-outer quadrant,63
2015,55-64 yrs,Unknown,Axillary tail,1
2015,55-64 yrs,Unknown,"Breast, NOS",57
2015,55-64 yrs,Unknown,Central portion,6
2015,55-64 yrs,Unknown,Lower-inner quadrant,6
2015,55-64 yrs,Unknown,Lower-outer quadrant,4
2015,55-64 yrs,Unknown,Nipple,6
2015,55-64 yrs,Unknown,Overlapping lesion,25
2015,55-64 yrs,Unknown,Upper-inner quadrant,13
2015,55-64 yrs,Unknown,Upper-outer quadrant,29
2015,65-74 yrs,0,Axillary tail,0
2015,65-74 yrs,0,"Breast, NOS",0
2015,65-74 yrs,0,Central portion,2
2015,65-74 yrs,0,Lower-inner quadrant,0
2015,65-74 yrs,0,Lower-outer quadrant,0
2015,65-74 yrs,0,Nipple,10
2015,65-74 yrs,0,Overlapping lesion,0
2015,65-74 yrs,0,Upper-inner quadrant,0
2015,65-74 yrs,0,Upper-outer quadrant,0
2015,65-74 yrs,I,Axillary tail,1
2015,65-74 yrs,I,"Breast, NOS",213
2015,65-74 yrs,I,Central portion,112
2015,65-74 yrs,I,Lower-inner quadrant,186
2015,65-74 yrs,I,Lower-outer quadrant,258
2015,65-74 yrs,I,Nipple,9
2015,65-74 yrs,I,Overlapping lesion,670
2015,65-74 yrs,I,Upper-inner quadrant,425
2015,65-74 yrs,I,Upper-outer quadrant,963
2015,65-74 yrs,II,Axillary tail,5
2015,65-74 yrs,II,"Breast, NOS",151
2015,65-74 yrs,II,Central portion,87
2015,65-74 yrs,II,Lower-inner quadrant,67
2015,65-74 yrs,II,Lower-outer quadrant,106
2015,65-74 yrs,II,Nipple,7
2015,65-74 yrs,II,Overlapping lesion,343
2015,65-74 yrs,II,Upper-inner quadrant,176
2015,65-74 yrs,II,Upper-outer quadrant,510
2015,65-74 yrs,III,Axillary tail,2
2015,65-74 yrs,III,"Breast, NOS",69
2015,65-74 yrs,III,Central portion,31
2015,65-74 yrs,III,Lower-inner quadrant,15
2015,65-74 yrs,III,Lower-outer quadrant,25
2015,65-74 yrs,III,Nipple,3
2015,65-74 yrs,III,Overlapping lesion,89
2015,65-74 yrs,III,Upper-inner quadrant,16
2015,65-74 yrs,III,Upper-outer quadrant,104
2015,65-74 yrs,IV,Axillary tail,2
2015,65-74 yrs,IV,"Breast, NOS",97
2015,65-74 yrs,IV,Central portion,10
2015,65-74 yrs,IV,Lower-inner quadrant,3
2015,65-74 yrs,IV,Lower-outer quadrant,7
2015,65-74 yrs,IV,Nipple,1
2015,65-74 yrs,IV,Overlapping lesion,32
2015,65-74 yrs,IV,Upper-inner quadrant,11
2015,65-74 yrs,IV,Upper-outer quadrant,43
2015,65-74 yrs,Unknown,Axillary tail,2
2015,65-74 yrs,Unknown,"Breast, NOS",67
2015,65-74 yrs,Unknown,Central portion,3
2015,65-74 yrs,Unknown,Lower-inner quadrant,6
2015,65-74 yrs,Unknown,Lower-outer quadrant,4
2015,65-74 yrs,Unknown,Nipple,2
